20180124 010  1.02 1.00 1.02  1.08 0.90 0.99   ;  ;
20180124 011  0.99 0.91 0.89  0.81 0.87 0.84   ;  ;
20180207 007  0.69 0.71 0.79  0.73 0.80 0.90   ;  ;
20180207 008  0.78      0.98       0.74 0.82  clouds; heavy clouds; clouds
20180208 010  0.88 0.92 1.04  1.05 1.14 0.98   ;  ;
20180208 011  1.03 0.95 0.83  1.00 0.86 0.88   ;  ;
20180208 012  0.84 0.93 0.95  0.89 0.72 0.91   ;  ;
20180208 013  0.85 0.83 0.88  0.95 0.91 0.83   ;  ;
20180208 014  0.72 0.88 0.97  0.79 0.85 0.91   ;  ;
20180209 008  1.30 1.43 1.40  1.40 1.60 1.50   ;  ;
20180209 009  1.38 1.11 1.16  1.19 1.18 1.41   ;  ;
20180209 010  1.34 1.67 1.44  1.44 1.14 1.57   ;  ;
