yyyymmdd yyyymm specid ifuslot ifuid
20171015 201710 304 034 003
20171015 201710 305 045 056
20171015 201710 306 043 057
20171015 201710 307 074 076
20171015 201710 309 046 005
20171015 201710 310 033 002
20171016 201710 008 093 054
20171016 201710 012 106 033
20171016 201710 013 103 019
20171016 201710 016 104 026
20171016 201710 017 086 022
20171016 201710 020 095 004
20171016 201710 024 083 023
20171016 201710 025 076 032
20171016 201710 027 085 001
20171016 201710 032 094 028
20171016 201710 037 073 031
20171016 201710 038 096 014
20171016 201710 041 084 015
20171016 201710 047 075 075
20171016 201710 051 105 051
20171016 201710 202 044 074
20171016 201710 304 034 003
20171016 201710 305 045 056
20171016 201710 306 043 057
20171016 201710 307 074 076
20171016 201710 309 046 005
20171016 201710 310 033 002
20171017 201710 008 093 054
20171017 201710 012 106 033
20171017 201710 013 103 019
20171017 201710 016 104 026
20171017 201710 017 086 022
20171017 201710 020 095 004
20171017 201710 024 083 023
20171017 201710 025 076 032
20171017 201710 027 085 001
20171017 201710 032 094 028
20171017 201710 037 073 031
20171017 201710 038 096 014
20171017 201710 041 084 015
20171017 201710 047 075 075
20171017 201710 051 105 051
20171017 201710 202 044 074
20171017 201710 304 034 003
20171017 201710 305 045 056
20171017 201710 306 043 057
20171017 201710 307 074 076
20171017 201710 309 046 005
20171017 201710 310 033 002
20171018 201710 008 093 054
20171018 201710 012 106 033
20171018 201710 013 103 019
20171018 201710 016 104 026
20171018 201710 017 086 022
20171018 201710 020 095 004
20171018 201710 024 083 023
20171018 201710 025 076 032
20171018 201710 027 085 001
20171018 201710 032 094 028
20171018 201710 037 073 031
20171018 201710 038 096 014
20171018 201710 041 084 015
20171018 201710 047 075 075
20171018 201710 051 105 051
20171018 201710 202 044 074
20171018 201710 304 034 003
20171018 201710 305 045 056
20171018 201710 306 043 057
20171018 201710 307 074 076
20171018 201710 309 046 005
20171018 201710 310 033 002
20171019 201710 008 093 054
20171019 201710 012 106 033
20171019 201710 013 103 019
20171019 201710 016 104 026
20171019 201710 017 086 022
20171019 201710 020 095 004
20171019 201710 024 083 023
20171019 201710 025 076 032
20171019 201710 027 085 001
20171019 201710 032 094 028
20171019 201710 037 073 031
20171019 201710 038 096 014
20171019 201710 041 084 015
20171019 201710 047 075 075
20171019 201710 051 105 051
20171019 201710 202 044 074
20171019 201710 304 034 003
20171019 201710 305 045 056
20171019 201710 306 043 057
20171019 201710 307 074 076
20171019 201710 309 046 005
20171019 201710 310 033 002
20171021 201710 008 093 054
20171021 201710 012 106 033
20171021 201710 013 103 019
20171021 201710 016 104 026
20171021 201710 017 086 022
20171021 201710 020 095 004
20171021 201710 024 083 023
20171021 201710 025 076 032
20171021 201710 027 085 001
20171021 201710 032 094 028
20171021 201710 037 073 031
20171021 201710 038 096 014
20171021 201710 041 084 015
20171021 201710 047 075 075
20171021 201710 051 105 051
20171021 201710 202 044 074
20171021 201710 304 034 003
20171021 201710 305 045 056
20171021 201710 306 043 057
20171021 201710 307 074 076
20171021 201710 309 046 005
20171021 201710 310 033 002
20171022 201710 008 093 054
20171022 201710 012 106 033
20171022 201710 013 103 019
20171022 201710 016 104 026
20171022 201710 017 086 022
20171022 201710 020 095 004
20171022 201710 024 083 023
20171022 201710 025 076 032
20171022 201710 027 085 001
20171022 201710 032 094 028
20171022 201710 037 073 031
20171022 201710 038 096 014
20171022 201710 041 084 015
20171022 201710 047 075 075
20171022 201710 051 105 051
20171022 201710 202 044 074
20171022 201710 304 034 003
20171022 201710 305 045 056
20171022 201710 306 043 057
20171022 201710 307 074 076
20171022 201710 309 046 005
20171022 201710 310 033 002
20171023 201710 008 093 054
20171023 201710 012 106 033
20171023 201710 013 103 019
20171023 201710 016 104 026
20171023 201710 017 086 022
20171023 201710 020 095 004
20171023 201710 024 083 023
20171023 201710 025 076 032
20171023 201710 027 085 001
20171023 201710 032 094 028
20171023 201710 037 073 031
20171023 201710 038 096 014
20171023 201710 041 084 015
20171023 201710 047 075 075
20171023 201710 051 105 051
20171023 201710 202 044 074
20171023 201710 304 034 003
20171023 201710 305 045 056
20171023 201710 306 043 057
20171023 201710 307 074 076
20171023 201710 309 046 005
20171023 201710 310 033 002
20171024 201710 008 093 054
20171024 201710 012 106 033
20171024 201710 013 103 019
20171024 201710 016 104 026
20171024 201710 017 086 022
20171024 201710 020 095 004
20171024 201710 024 083 023
20171024 201710 025 076 032
20171024 201710 027 085 001
20171024 201710 032 094 028
20171024 201710 037 073 031
20171024 201710 038 096 014
20171024 201710 041 084 015
20171024 201710 047 075 075
20171024 201710 051 105 051
20171024 201710 202 044 074
20171024 201710 302 035 041
20171024 201710 304 034 003
20171024 201710 305 045 056
20171024 201710 306 043 057
20171024 201710 307 074 076
20171024 201710 309 046 005
20171024 201710 310 033 002
20171024 201710 311 036 053
20171024 201710 313 037 010
20171025 201710 008 093 054
20171025 201710 012 106 033
20171025 201710 013 103 019
20171025 201710 016 104 026
20171025 201710 017 086 022
20171025 201710 020 095 004
20171025 201710 024 083 023
20171025 201710 025 076 032
20171025 201710 027 085 001
20171025 201710 032 094 028
20171025 201710 037 073 031
20171025 201710 038 096 014
20171025 201710 041 084 015
20171025 201710 047 075 075
20171025 201710 051 105 051
20171025 201710 202 044 074
20171025 201710 302 035 041
20171025 201710 304 034 003
20171025 201710 305 045 056
20171025 201710 306 043 057
20171025 201710 307 074 076
20171025 201710 309 046 005
20171025 201710 310 033 002
20171025 201710 311 036 053
20171025 201710 313 037 010
20171026 201710 008 093 054
20171026 201710 012 106 033
20171026 201710 013 103 019
20171026 201710 016 104 026
20171026 201710 017 086 022
20171026 201710 020 095 004
20171026 201710 024 083 023
20171026 201710 025 076 032
20171026 201710 027 085 001
20171026 201710 032 094 028
20171026 201710 037 073 031
20171026 201710 038 096 014
20171026 201710 041 084 015
20171026 201710 047 075 075
20171026 201710 051 105 051
20171026 201710 202 044 074
20171026 201710 302 035 041
20171026 201710 304 034 003
20171026 201710 305 045 056
20171026 201710 306 043 057
20171026 201710 307 074 076
20171026 201710 309 046 005
20171026 201710 310 033 002
20171026 201710 311 036 053
20171026 201710 313 037 010
20171027 201710 008 093 054
20171027 201710 012 106 033
20171027 201710 013 103 019
20171027 201710 016 104 026
20171027 201710 017 086 022
20171027 201710 020 095 004
20171027 201710 024 083 023
20171027 201710 025 076 032
20171027 201710 027 085 001
20171027 201710 032 094 028
20171027 201710 037 073 031
20171027 201710 038 096 014
20171027 201710 041 084 015
20171027 201710 047 075 075
20171027 201710 051 105 051
20171027 201710 202 044 074
20171027 201710 302 035 041
20171027 201710 304 034 003
20171027 201710 305 045 056
20171027 201710 306 043 057
20171027 201710 307 074 076
20171027 201710 309 046 005
20171027 201710 310 033 002
20171027 201710 311 036 053
20171027 201710 313 037 010
20171028 201710 008 093 054
20171028 201710 012 106 033
20171028 201710 013 103 019
20171028 201710 016 104 026
20171028 201710 017 086 022
20171028 201710 020 095 004
20171028 201710 024 083 023
20171028 201710 025 076 032
20171028 201710 027 085 001
20171028 201710 032 094 028
20171028 201710 037 073 031
20171028 201710 038 096 014
20171028 201710 041 084 015
20171028 201710 047 075 075
20171028 201710 051 105 051
20171028 201710 202 044 074
20171028 201710 302 035 041
20171028 201710 304 034 003
20171028 201710 305 045 056
20171028 201710 306 043 057
20171028 201710 307 074 076
20171028 201710 309 046 005
20171028 201710 310 033 002
20171028 201710 311 036 053
20171028 201710 313 037 010
20171029 201710 008 093 054
20171029 201710 012 106 033
20171029 201710 013 103 019
20171029 201710 016 104 026
20171029 201710 017 086 022
20171029 201710 020 095 004
20171029 201710 024 083 023
20171029 201710 025 076 032
20171029 201710 027 085 001
20171029 201710 032 094 028
20171029 201710 037 073 031
20171029 201710 038 096 014
20171029 201710 041 084 015
20171029 201710 047 075 075
20171029 201710 051 105 051
20171029 201710 202 044 074
20171029 201710 304 034 003
20171029 201710 305 045 056
20171029 201710 306 043 057
20171029 201710 307 074 076
20171029 201710 309 046 005
20171029 201710 310 033 002
20171110 201711 008 093 054
20171110 201711 012 106 033
20171110 201711 013 103 019
20171110 201711 016 104 026
20171110 201711 017 086 022
20171110 201711 020 095 004
20171110 201711 024 083 023
20171110 201711 025 076 032
20171110 201711 027 085 001
20171110 201711 032 094 028
20171110 201711 037 073 031
20171110 201711 038 096 014
20171110 201711 041 084 015
20171110 201711 047 075 075
20171110 201711 051 105 051
20171110 201711 202 044 074
20171110 201711 302 035 041
20171110 201711 304 034 003
20171110 201711 305 045 056
20171110 201711 306 043 057
20171110 201711 307 074 076
20171110 201711 309 046 005
20171110 201711 310 033 002
20171110 201711 311 036 053
20171110 201711 312 047 065
20171110 201711 313 037 010
20171110 201711 316 032 052
20171112 201711 008 093 054
20171112 201711 012 106 033
20171112 201711 013 103 019
20171112 201711 016 104 026
20171112 201711 017 086 022
20171112 201711 020 095 004
20171112 201711 024 083 023
20171112 201711 027 085 001
20171112 201711 032 094 028
20171112 201711 037 073 031
20171112 201711 038 096 014
20171112 201711 041 084 015
20171112 201711 047 075 075
20171112 201711 051 105 051
20171112 201711 202 044 074
20171112 201711 302 035 041
20171112 201711 304 034 003
20171112 201711 305 045 056
20171112 201711 306 043 057
20171112 201711 307 074 076
20171112 201711 309 046 005
20171112 201711 310 033 002
20171112 201711 311 036 053
20171112 201711 312 047 065
20171112 201711 313 037 010
20171112 201711 315 042 073
20171112 201711 316 032 052
20171114 201711 008 093 054
20171114 201711 012 106 033
20171114 201711 013 103 019
20171114 201711 016 104 026
20171114 201711 017 086 022
20171114 201711 020 095 004
20171114 201711 024 083 023
20171114 201711 025 076 032
20171114 201711 027 085 001
20171114 201711 032 094 028
20171114 201711 037 073 031
20171114 201711 038 096 014
20171114 201711 041 084 015
20171114 201711 047 075 075
20171114 201711 051 105 051
20171114 201711 202 044 074
20171114 201711 302 035 041
20171114 201711 304 034 003
20171114 201711 305 045 056
20171114 201711 306 043 057
20171114 201711 307 074 076
20171114 201711 309 046 005
20171114 201711 310 033 002
20171114 201711 311 036 053
20171114 201711 312 047 065
20171114 201711 313 037 010
20171114 201711 315 042 073
20171114 201711 316 032 052
20171115 201711 008 093 054
20171115 201711 012 106 033
20171115 201711 013 103 019
20171115 201711 016 104 026
20171115 201711 017 086 022
20171115 201711 020 095 004
20171115 201711 024 083 023
20171115 201711 025 076 032
20171115 201711 027 085 001
20171115 201711 032 094 028
20171115 201711 037 073 031
20171115 201711 038 096 014
20171115 201711 041 084 015
20171115 201711 047 075 075
20171115 201711 051 105 051
20171115 201711 202 044 074
20171115 201711 302 035 041
20171115 201711 304 034 003
20171115 201711 305 045 056
20171115 201711 306 043 057
20171115 201711 307 074 076
20171115 201711 309 046 005
20171115 201711 310 033 002
20171115 201711 311 036 053
20171115 201711 312 047 065
20171115 201711 313 037 010
20171115 201711 315 042 073
20171115 201711 316 032 052
20171117 201711 008 093 054
20171117 201711 012 106 033
20171117 201711 013 103 019
20171117 201711 016 104 026
20171117 201711 017 086 022
20171117 201711 020 095 004
20171117 201711 024 083 023
20171117 201711 025 076 032
20171117 201711 027 085 001
20171117 201711 032 094 028
20171117 201711 037 073 031
20171117 201711 038 096 014
20171117 201711 041 084 015
20171117 201711 047 075 075
20171117 201711 051 105 051
20171117 201711 202 044 074
20171117 201711 302 035 041
20171117 201711 304 034 003
20171117 201711 305 045 056
20171117 201711 306 043 057
20171117 201711 307 074 076
20171117 201711 309 046 005
20171117 201711 310 033 002
20171117 201711 311 036 053
20171117 201711 312 047 065
20171117 201711 313 037 010
20171118 201711 008 093 054
20171118 201711 012 106 033
20171118 201711 013 103 019
20171118 201711 016 104 026
20171118 201711 017 086 022
20171118 201711 020 095 004
20171118 201711 024 083 023
20171118 201711 025 076 032
20171118 201711 027 085 001
20171118 201711 032 094 028
20171118 201711 037 073 031
20171118 201711 038 096 014
20171118 201711 041 084 015
20171118 201711 047 075 075
20171118 201711 051 105 051
20171118 201711 202 044 074
20171118 201711 302 035 041
20171118 201711 304 034 003
20171118 201711 305 045 056
20171118 201711 306 043 057
20171118 201711 307 074 076
20171118 201711 309 046 005
20171118 201711 310 033 002
20171118 201711 311 036 053
20171118 201711 312 047 065
20171118 201711 313 037 010
20171119 201711 008 093 054
20171119 201711 012 106 033
20171119 201711 013 103 019
20171119 201711 016 104 026
20171119 201711 017 086 022
20171119 201711 020 095 004
20171119 201711 024 083 023
20171119 201711 025 076 032
20171119 201711 027 085 001
20171119 201711 032 094 028
20171119 201711 037 073 031
20171119 201711 038 096 014
20171119 201711 041 084 015
20171119 201711 047 075 075
20171119 201711 051 105 051
20171119 201711 202 044 074
20171119 201711 302 035 041
20171119 201711 304 034 003
20171119 201711 305 045 056
20171119 201711 306 043 057
20171119 201711 307 074 076
20171119 201711 309 046 005
20171119 201711 310 033 002
20171119 201711 311 036 053
20171119 201711 312 047 065
20171119 201711 313 037 010
20171120 201711 008 093 054
20171120 201711 012 106 033
20171120 201711 013 103 019
20171120 201711 016 104 026
20171120 201711 017 086 022
20171120 201711 020 095 004
20171120 201711 024 083 023
20171120 201711 025 076 032
20171120 201711 027 085 001
20171120 201711 032 094 028
20171120 201711 037 073 031
20171120 201711 038 096 014
20171120 201711 041 084 015
20171120 201711 047 075 075
20171120 201711 051 105 051
20171120 201711 202 044 074
20171120 201711 302 035 041
20171120 201711 304 034 003
20171120 201711 305 045 056
20171120 201711 306 043 057
20171120 201711 307 074 076
20171120 201711 309 046 005
20171120 201711 310 033 002
20171120 201711 311 036 053
20171120 201711 312 047 065
20171120 201711 313 037 010
20171121 201711 008 093 054
20171121 201711 012 106 033
20171121 201711 013 103 019
20171121 201711 016 104 026
20171121 201711 017 086 022
20171121 201711 020 095 004
20171121 201711 024 083 023
20171121 201711 025 076 032
20171121 201711 027 085 001
20171121 201711 032 094 028
20171121 201711 037 073 031
20171121 201711 038 096 014
20171121 201711 041 084 015
20171121 201711 047 075 075
20171121 201711 051 105 051
20171121 201711 202 044 074
20171121 201711 302 035 041
20171121 201711 304 034 003
20171121 201711 305 045 056
20171121 201711 306 043 057
